Item,Grupo,Descrição,Descrição Detalhada,Quantidade,Unidade de Fornecimento,Valor Estimado,Situação,Empresa,Melhor Lance,Valor Negociado
228,19,Filtro linha,"Filtro Linha Comprimento Cabo: 2 M, Aplicação: Rack De Switchs E Servidores , Tipo: Regua , Características Adicionais: Terminação Em Plug 2p+T , Quantidade Saída: 4 Tomadas 2p + T , Padrão: Universal",185,Unidade,"38,5000",Cancelado no julgamento,,,
229,19,Filtro linha,"Filtro Linha Componentes: Gabinete Plástico, Chave Liga/Desliga Embutida , Comprimento Cabo: 3 M, Características Adicionais: Proteção De Sobretensão Até 60 Joules (10/1000µS) , Normas Técnicas: Novo Padrão Nbr 14136 E Nbr 13249 , Quantidade Saída: 5 Tomadas Tripolares Polarizadas , Tensão Alimentação: 110/220 V, Corrente Máxima: 25",178,Unidade,"23,7400",Cancelado no julgamento,,,
3,2,Acessório canaleta,"Acessório Canaleta Material: Pvc Rígido Anti-Chama , Aplicação: Canaleta Pvc , Angulação: 90° , Cor: Branca , Tipo: Cotovelo Externo , Tamanho: 40 X 30 M",435,Unidade,"4,7500",Cancelado no julgamento,,,
10,2,Canaleta,"Canaleta Material: Pvc - Cloreto De Polivinila , Cor: Branca , Dimensões: 40 X 30 X 2000 MM, Características Adicionais: Com Tampa E Fita Adesiva De Dupla Face Em Toda A , Normas Técnicas: Eia/Tia 568a E 569a",560,Unidade,"11,2500",Cancelado no julgamento,,,
19,2,Conexão canaleta,"Conexão Canaleta Material: Pvc Rígido Antichama , Aplicação: Canaleta Pvc , Angulação: 90° , Cor: Branca , Tipo: Curva Plana , Tamanho: 40 X 30 M",80,Unidade,"20,9200",Cancelado no julgamento,,,
142,20,Fita isolante elétrica,"Fita Isolante Elétrica Comprimento: 20 M, Cor: Azul , Largura: 19 M",182,Unidade,"26,2600",Cancelado no julgamento,,,
143,20,Fita isolante elétrica,"Fita Isolante Elétrica Comprimento: 20 M, Cor: Branca , Largura: 19 M",175,Unidade,"30,9900",Cancelado no julgamento,,,
145,20,Fita isolante elétrica,"Fita Isolante Elétrica Material Básico: Filme Pvc C/ Adesivo , Resistência À Tensão: Até 750 V, Comprimento: 20 M, Cor: Verde , Espessura: 0,10 MM, Largura: 19 MM, Características Adicionais: Anti-Chama , Classe Temperatura: 90 °",192,Unidade,"6,8000",Cancelado no julgamento,,,
146,20,Fita isolante elétrica,"Fita Isolante Elétrica Material Básico: Filme Pvc C/ Adesivo , Resistência À Tensão: Até 750 V, Comprimento: 20 M, Cor: Vermelha , Espessura: 0,10 MM, Largura: 19 MM, Características Adicionais: Anti-Chama , Classe Temperatura: 90 °",181,Unidade,"5,7600",Cancelado no julgamento,,,
147,20,Fita isolante elétrica,"Fita Isolante Elétrica Material Básico: Pvc - Com Adesivo A Base De Borracha , Resistência À Tensão: Até 750 V, Comprimento: 20 M, Cor: Amarela , Espessura: 0,19 MM, Largura: 19 MM, Características Adicionais: Anti-Chama , Classe Temperatura: 90 °",155,Unidade,"10,6400",Cancelado no julgamento,,,
148,20,Fita isolante elétrica,"Material Básico: Pvc Auto-Extinguível, Resistência À Tensão: Até 750 V, Comprimento: 10 M, Cor: Cinza, Espessura: 0,18 MM, Largura: 12 MM, Características Adicionais: Não Aplicável, Normas Técnicas: Nbr 5.037, Classe Temperatura: 90 °C,",127,Unidade,"5,2700",Cancelado no julgamento,,,
149,20,Fita isolante elétrica,"Fita Isolante Elétrica Material Básico: Pvc Auto-Extinguível , Resistência À Tensão: Até 750 V, Comprimento: 10 M, Cor: Marrom , Espessura: 0,18 MM, Largura: 12 MM, Características Adicionais: Não Aplicável , Normas Técnicas: Nbr 5.037 , Classe Temperatura: 90 °",88,Unidade,"35,1400",Cancelado no julgamento,,,
158,21,Lâmpada led,"Lâmpada Led Modelo: Ultra Led , Potência Nominal: 12 W, Aplicação: Ambiente Interno , Cor: Luz Branco Frio , Tipo Base: E-27 , Tipo Bulbo: A60 , Tensão Nominal: Bivolt",990,Unidade,"13,9500",Homologado,,,
159,21,Lâmpada led,"Lâmpada Led Potência Nominal: 18 W, Vida Média: 30.000 H, Temperatura De Cor: 6500 K, Fluxo Luminoso: Mín. 1850 LM, Índice De Reprodução De Cor - Irc: >0,80 , Comprimento: 1200 MM, Equivalência: Fluorescente De 40w , Cor: Branca Fria , Tipo Base: G13 , Tipo Bulbo: Policarbonato Leitoso , Tensão Nominal: Bivolt , Fator Potência: > 0,92 , Frequência Nominal: 60 HZ, Formato: Tubular T8",2.287,Unidade,"12,6400",Homologado,,,
161,21,Lâmpada led,"Lâmpada Led Potência Nominal: 9 W, Vida Média: 25.000 H, Temperatura De Cor: 6500 K, Fluxo Luminoso: 900 LM, Índice De Reprodução De Cor - Irc: >0,80 , Comprimento: 600 MM, Equivalência: Fluorescente De 20w , Cor: Branca Fria , Tipo Base: G13 , Tipo Bulbo: Policarbonato Leitoso , Tensão Nominal: Bivolt , Fator Potência: > 0,92 , Frequência Nominal: 50/60 HZ, Formato: Tubular T8",848,Unidade,"11,4100",Homologado,,,
195,22,Terminal cabo,"Terminal Cabo Material: Cobre , Aplicação: Instalações Elétricas , Lingueta: Garfo , Características Adicionais: Garfo-Tpf 23-4 , Seção Nominal Condutor: 2,5 A 4,0 Mm² MM",910,Unidade,"13,0000",Homologado,,,
196,22,Terminal cabo,"Terminal Cabo Material: Cobre , Aplicação: Instalações Elétricas , Tipo: Agulha , Bitola: 2,5 M",840,Unidade,"0,2300",Homologado,,,
197,22,Terminal cabo,"Terminal Cabo Material: Cobre , Aplicação: Instalações Elétricas , Lingueta: Agulha , Bitola: 4 M",1.080,Unidade,"2,2200",Homologado,,,
201,22,Terminal cabo,"Terminal Cabo Lingueta: Olhal , Seção Nominal Condutor: 2,5 MM",845,Unidade,"0,2800",Homologado,,,
202,22,Terminal cabo,"Terminal Cabo Lingueta: Olhal , Seção Nominal Condutor: 4 MM",900,Unidade,"0,4000",Homologado,,,
203,22,Terminal cabo,"Terminal Cabo Lingueta: Olhal , Seção Nominal Condutor: 6 MM",775,Unidade,"1,7600",Homologado,,,
208,23,Tomada,"Tomada Material: Pvc - Cloreto De Polivinila , Modelo: Dupla , Aplicação: Condulete Instalação Elétrica , Corrente Nominal: 20 A, Características Adicionais: Completa(Caixa, Espelho E Tomada) , Cor Corpo: Branca , Tensão Nominal: 250 V, Formato Contato: 2p + T",550,Unidade,"12,3000",Homologado,,,
210,23,Tomada,"Tomada Modelo: Dupla , Número Pólos: 2 P + T , Corrente Nominal: 10 A, Dimensões: 4 X 2 POL, Características Adicionais: Com Espelho , Tensão Nominal: 127/220 V, Posição Relativa: Embutir",575,Unidade,"15,1000",Homologado,,,
211,23,Tomada,"Tomada Material: Termoplástico , Modelo: Dupla , Aplicação: Instalação Elétrica , Corrente Nominal: 10 A, Tipo: Externa , Características Adicionais: Sistema X, 2 Pinos + Terra , Normas Técnicas: Nbr 14136 , Cor Corpo: Branca , Tensão Nominal: 250",610,Unidade,"23,0000",Homologado,,,
212,23,Tomada,"Tomada Modelo: Simples , Aplicação: Instalação Elétrica , Corrente Nominal: 20 A, Tipo Fixação: Embutir , Cor Corpo: Branca , Tensão Nominal: 220",555,Unidade,"18,7000",Homologado,,,
296,24,Bota segurança,"Material: Couro Hidrofugado Curtido Ao Cromo, Material Sola: Poliuretano (Pu) Bi-Densidade, Aplicação: Proteção Carga Elétrica, Cor: Preta, Tamanho: 40, Características Adicionais: Cadarço/Cano Alcochoado/Palmilha Material Sintétic, Tipo Uso: Eletricista,",69,Par,"51,3900",Cancelado no julgamento,,,
297,24,Bota segurança,"Bota Segurança Material: Couro Hidrofugado Curtido Ao Cromo , Material Sola: Poliuretano (Pu) Bi-Densidade , Aplicação: Proteção Carga Elétrica , Cor: Preta , Tamanho: 42 , Características Adicionais: Cadarço/Cano Alcochoado/Palmilha Material Sintétic , Tipo Uso: Eletricista",105,Par,"49,2600",Cancelado no julgamento,,,
298,24,Bota segurança,"Bota Segurança Material: Couro Hidrofugado Curtido Ao Cromo , Material Sola: Poliuretano (Pu) Bi-Densidade , Aplicação: Proteção Carga Elétrica , Cor: Preta , Tamanho: 43 , Características Adicionais: Cadarço/Cano Alcochoado/Palmilha Material Sintétic , Tipo Uso: Eletricista",56,Par,"86,6700",Cancelado no julgamento,,,
299,24,Bota segurança,"Bota Segurança Material: Couro Hidrofugado Curtido Ao Cromo , Material Sola: Poliuretano (Pu) Bi-Densidade , Aplicação: Proteção Carga Elétrica , Cor: Preta , Tamanho: 45 , Características Adicionais: Cadarço/Cano Alcochoado/Palmilha Material Sintétic , Tipo Uso: Eletricista",41,Par,"64,0000",Cancelado no julgamento,,,
265,25,Chave De Fenda,"Chave De Fenda Material: Aço Cromo Vanádio , Cabo: Polipropileno , Tipo Ponta: Chata , Tamanho: 1/4 X 5 POL, Características Adicionais: Ponta Fosfatizada",93,Unidade,"9,2000",Cancelado no julgamento,,,
266,25,Chave de fenda,"Chave De Fenda Material: Aço Cromo Vanádio , Cabo: Polipropileno , Tipo Ponta: Chata , Tamanho: 3/16 X 5 POL, Características Adicionais: Ponta Fosfatizada",93,Unidade,"7,6400",Cancelado no julgamento,,,
267,25,Chave de fenda,"Chave De Fenda Material: Aço Cromo Vanádio , Cabo: Polipropileno , Tipo Ponta: Chata , Tamanho: 1/8 X 5 POL, Características Adicionais: Ponta Fosfatizada",93,Unidade,"6,6000",Cancelado no julgamento,,,
268,25,Chave de fenda,"Chave De Fenda Material: Aço Temperado , Cabo: Polipropileno , Tipo Ponta: Philips , Tamanho: 3/16 X 5 POL, Características Adicionais: Ponta Fosfatizada",93,Unidade,"7,7800",Cancelado no julgamento,,,
269,25,Chave de fenda,"Chave De Fenda Material: Aço Din 17200-50crv4 , Cabo: Polipropileno Simples , Tamanho: 1/8 X 4 POL, Características Adicionais: Acabamento Haste Niquelado, Peso 70 G",93,Unidade,"4,0000",Cancelado no julgamento,,,
270,25,Chave de fenda,"Chave De Fenda Material: Aço Cromo Vanádio - Dim 17200-59cr , Cabo: Polipropileno Simples , Tipo Ponta: Fenda Cruzada , Tamanho: 6 X 1/4 POL, Características Adicionais: Haste Niquelada E Cromada/Ponta Fosfatizada",93,Unidade,"7,3900",Cancelado no julgamento,,,
311,29,Pilha,"Pilha Modelo: Aa , Tamanho: Pequena , Características Adicionais: Não Recarregável , Tensão Nominal: 1,5 V, Sistema Eletroquímico: Alcalina",1.279,Unidade,"7,4800",Homologado,,,
312,29,Pilha,"Pilha Modelo: Aaa , Tamanho: Palito , Características Adicionais: Não Contém Mercúrio E Cádmio , Tensão Nominal: 1,5 V, Sistema Eletroquímico: Alcalina",879,Unidade,"4,0700",Homologado,,,
1,3,Acessório canaleta,"Acessório Canaleta Material: Pvc Antichama , Aplicação: Canaleta 20 X 10 Mm , Cor: Branca , Tipo: Acoplador , Características Adicionais: Instalação Aparente",365,Unidade,"12,5000",Cancelado no julgamento,,,
2,3,Acessório canaleta,"Acessório Canaleta Material: Pvc Rígido Anti-Chama , Aplicação: Canaleta Pvc , Angulação: 90° , Cor: Branca , Tipo: Cotovelo Externo , Tamanho: 20 X 10 M",515,Unidade,"1,4500",Cancelado no julgamento,,,
5,3,Acessório canaleta,"Acessório Canaleta Material: Pvc Rígido Anti-Chama , Aplicação: Canaleta Pvc , Angulação: 90° , Cor: Branca , Tipo: Cotovelo Interno , Tamanho: 20 X 10 M",535,Unidade,"1,5500",Cancelado no julgamento,,,
9,3,Acessório canaleta,"Acessório Canaleta Tipo: Luva , Tamanho: 20 X 10 M",517,Unidade,"1,7000",Cancelado no julgamento,,,
18,3,Conexão canaleta,"Conexão Canaleta Material: Pvc Rígido Antichama , Aplicação: Canaleta Pvc , Angulação: 90° , Cor: Branca , Tipo: Curva Plana , Tamanho: 20 X 10 M",230,Unidade,"4,6000",Cancelado no julgamento,,,
175,30,Plugue,"Plugue Material: Plástico Poliamida Anti-Chama , Número Pólos: 2 P + T , Corrente Nominal: 20 A, Tipo: Fêmea , Tensão Nominal: 250",560,Unidade,"5,5900",Homologado,,,
176,30,Plugue,"Plugue Número Pólos: 2 P + T , Corrente Nominal: 10 A, Tipo: Fêmea , Normas Técnicas: Nbr 14136 , Padrão: Brasileiro , Tensão Nominal: 250 V, Número Pinos: 3 UN, Formato Pinos: Cilíndrico",570,Unidade,"5,6000",Homologado,,,
177,30,Plugue,"Plugue Material: Plástico , Número Pólos: 2 P , Corrente Nominal: 10 A, Tipo: Macho , Características Adicionais: Com Prensa Cabo , Tensão Nominal: 250",570,Unidade,"2,3500",Homologado,,,
178,30,Plugue,"Plugue Número Pólos: 2 P , Corrente Nominal: 20 A, Tipo: Macho , Tensão Nominal: 250",550,Unidade,"5,0000",Homologado,,,
179,30,Plugue,"Plugue Número Pólos: 2 P + T , Corrente Nominal: 10 A, Tipo: Macho , Normas Técnicas: Nbr 14136 , Padrão: Brasileiro , Tensão Nominal: 250 V, Número Pinos: 3 UN, Formato Pinos: Cilíndrico",590,Unidade,"4,4600",Homologado,,,
21,4,Adaptador condulete,"Adaptador Condulete Material: Alumínio , Cor: Cinza , Tipo: Rosca , Bitola: 3/4 PO",100,Unidade,"2,8700",Cancelado no julgamento,,,
60,4,Condulete,"Condulete Material: Alumínio , Aplicação: Manutenção Elétrica Infraestrutura , Tipo: ""X"" , Características Adicionais: Multiuso , Tipo Fixação: Rosqueável , Tipo Rosca: Bsp , Bitola: 3/4 POL, Acessórios: Tampa",100,Unidade,"8,6300",Cancelado no julgamento,,,
96,4,Conexão eletroduto,"Conexão Eletroduto Material: Alumínio Silício , Tipo: Box Reto , Tipo Fixação: Rosqueado , Tipo Rosca: Bsp , Bitola: 3/4 PO",70,Unidade,"3,6000",Cancelado no julgamento,,,
100,4,Conexão eletroduto,"Conexão Eletroduto Material: Alumínio Silício , Acabamento Superficial: S/ Pintura , Aplicação: Box Eletroduto , Tipo: Curva 90° , Características Adicionais: Sem Rosca, 2 Parafusos, Com Tampa Removível , Bitola: 3/4 PO",62,Unidade,"9,3400",Cancelado no julgamento,,,
140,4,Eletroduto,"Eletroduto Material: Aço Galvanizado , Referência Fabricante: 86755935 (Elecon) , Espessura Parede: 1,06 MM, Comprimento: 3 M, Tratamento Superficial: Galvanizado Eletrolítico E Zincado A Fogo , Padrão: Médio , Diâmetro Externo: Min. 25,20 Máx. 25,60 MM, Diâmetro Nominal: 3/4 POL, Acessórios: Luva E Protetor De Rosca",40,"Barra 3,00 M","20,8100",Cancelado no julgamento,,,
20,5,Adaptador condulete,"Adaptador Condulete Material: Alumínio , Cor: Cinza , Tipo: Rosca , Bitola: 1 PO",100,Unidade,"3,2800",Cancelado no julgamento,,,
61,5,Condulete,"Condulete Material: Alumínio , Cor: Cinza , Tipo: ""X"" , Características Adicionais: Multiuso , Bitola: 1 PO",52,Unidade,"10,3500",Cancelado no julgamento,,,
62,5,Condulete,"Condulete Material: Liga Alumínio , Cor: Cinza , Tipo: ""T"" , Características Adicionais: Sem Rosca, Encaixe Pressão, Com Tampa Cega , Bitola: 1 PO",50,Unidade,"19,9900",Cancelado no julgamento,,,
95,5,Conexão eletroduto,"Conexão Eletroduto Material: Alumínio , Tipo: Box Reto , Características Adicionais: Com Parafuso, Porca E Arruela , Bitola: 1 PO",51,Unidade,"4,5000",Cancelado no julgamento,,,
139,5,Eletroduto,"Eletroduto Material: Aço Galvanizado , Tipo: Médio , Diâmetro Nominal: 1 PO",50,Unidade,"88,1200",Cancelado no julgamento,,,
173,5,Luva Eletroduto,"Luva Eletroduto Material: Alumínio , Aplicação: Telefonia , Características Adicionais: Sem Rosca Com Um Parafuso , Bitola: 1 PO",100,Unidade,"2,9400",Cancelado no julgamento,,,
22,6,Adaptador condulete,"Adaptador Condulete Material: Pvc - Cloreto De Polivinila , Cor: Cinza , Características Adicionais: Sistema Travamento Dos Acessórios E Proteção Cabos , Normas Técnicas: Nbr15465 , Bitola: 1 PO",130,Unidade,"1,2700",Cancelado no julgamento,,,
24,6,Adaptador condulete,"Adaptador Condulete Material: Pvc - Cloreto De Polivinila , Cor: Cinza , Tipo: Rosca , Bitola: 1"" Para 3/4"" E 1 PO",72,Unidade,"1,8200",Cancelado no julgamento,,,
25,6,Adaptador condulete,"Adaptador Condulete Material: Pvc - Cloreto De Polivinila , Cor: Cinza , Tipo: Sem Rosca , Bitola: 1 Pol Para 3/4 PO",72,Unidade,"1,0700",Cancelado no julgamento,,,
32,6,Braçadeira eletroduto,"Braçadeira Eletroduto Aplicação: Fixação De Tubo , Tipo: ""U"" , Bitola: 1 PO",245,Unidade,"1,2500",Cancelado no julgamento,,,
63,6,Condulete,"Condulete Material: Pvc , Altura: 9,00 CM, Cor: Cinza , Largura: 4,50 CM, Características Adicionais: Saída Encaixe Pressão , Profundidade: 3,50 CM, Bitola: 1 PO",50,Unidade,"18,9000",Cancelado no julgamento,,,
99,6,Curva eletroduto,"Curva Eletroduto Material: Pvc Anti-Chama , Aplicação: Instalação Elétrica , Angulação: 135° , Tipo Fixação: Rosqueada , Diâmetro Nominal: 1 PO",65,Unidade,"9,9000",Cancelado no julgamento,,,
136,6,Eletroduto,"Eletroduto Material: Pvc , Comprimento: 3 M, Cor: Preta , Tipo: Rígido Anti-Chama , Normas Técnicas: Abnt Eb-744(Classe B), Nbr 6150 , Tipo Fixação: Rosqueável , Bitola: 1 PO",75,Unidade,"18,5200",Cancelado no julgamento,,,
170,6,Luva eletroduto,"Luva Eletroduto Material: Pvc Rígido , Cor: Preta , Tipo Fixação: Roscável , Bitola: 1 PO",145,Unidade,"1,9500",Cancelado no julgamento,,,
188,6,Tampa condulete,"Tampa Condulete Material: Pvc , Aplicação: Instalações Elétricas , Cor: Cinza , Características Adicionais: Cega , Bitola: 1 PO",65,Unidade,"4,2300",Cancelado no julgamento,,,
23,7,Adaptador condulete,"Adaptador Condulete Material: Pvc - Cloreto De Polivinila , Cor: Cinza , Características Adicionais: Sistema Travamento Dos Acessórios E Proteção Cabos , Normas Técnicas: Nbr15465 , Bitola: 3/4 PO",420,Unidade,"1,0600",Cancelado no julgamento,,,
33,7,Braçadeira eletroduto,"Braçadeira Eletroduto Material: Aço Sae1020 , Acabamento Superficial: Zincado C/ Resistência À Corrosão , Comprimento: 50 MM, Espessura: 0,80 MM, Tipo: ""U"" , Largura: 13,8 MM, Bitola: 3/4 PO",350,Unidade,"0,9000",Cancelado no julgamento,,,
58,7,Condulete,"Condulete Material: Pvc , Altura: 5,20 CM, Cor: Cinza , Tipo: 5 Entradas , Largura: 11,80 CM, Profundidade: 6,30 CM, Bitola: 3/4 PO",101,Unidade,"6,5000",Cancelado no julgamento,,,
64,7,Condulete,"Condulete Material: Pvc , Altura: 5,20 CM, Cor: Cinza , Tipo: 6 Entradas , Largura: 11,80 CM, Profundidade: 6,30 CM, Bitola: 3/4 PO",60,Unidade,"13,5800",Cancelado no julgamento,,,
101,7,Conexão eletroduto,"Conexão Eletroduto Aplicação: Box Eletroduto , Tipo: Curva 90° , Bitola: 3/4 PO",152,Unidade,"10,6900",Cancelado no julgamento,,,
137,7,Eletroduto,"Eletroduto Material: Pvc , Comprimento: 3 M, Cor: Preta , Tipo: Rígido Anti-Chama , Normas Técnicas: Abnt Eb-744(Classe B), Nbr 6150 , Tipo Fixação: Rosqueável , Bitola: 3/4 PO",220,Unidade,"13,0000",Cancelado no julgamento,,,
171,7,Luva eletroduto,"Luva Eletroduto Material: Pvc Rígido , Cor: Preta , Tipo Fixação: Roscável , Bitola: 3/4 PO",240,Unidade,"1,7000",Cancelado no julgamento,,,
189,7,Tampa condulete,"Tampa Condulete Material: Pvc , Aplicação: Cega , Cor: Cinza , Bitola: 3/4 PO",140,Unidade,"3,5000",Cancelado no julgamento,,,
26,8,Bloco contato,"Bloco Contato Referência: Zbe-101 (Telemecanique) , Número E Tipo De Contatos: 1na , Corrente Nominal: 3 A, Tensão Nominal: 240",59,Unidade,"13,6000",Cancelado no julgamento,,,
27,8,Bloco contato,"Bloco Contato Referência: Telemecanique , Número E Tipo De Contatos: 2na + 2nf",59,Unidade,"13,4900",Cancelado no julgamento,,,
28,8,Botão comando,"Botão Comando Aplicação: Proteção, Comando E Sinalização Para O Ccm De Túne , Referência Fabricante: 3sb3201+0aa41 , Cor: Verde , Tipo: Impulsão , Número Contato: 1 Na + 1 Nf",63,Unidade,"6,3500",Cancelado no julgamento,,,
29,8,Botão Comando,"Botão Comando Aplicação: Sistema Pneumático , Referência Fabricante: 4b.720.11 , Cor: Vermelha , Tipo: Pulsador , Características Adicionais: Furação Painel 30,5 Mm, Aro Cromado, Dispositivo , Formato: Redondo",63,Unidade,"22,5000",Cancelado no julgamento,,,
30,8,Botão comando,"Botão Comando Aplicação: Painel Elétrico , Referência Fabricante: M20afr-R1a (Metaltex) , Cor: Verde , Tipo: Pulsador",66,Unidade,"28,8000",Cancelado no julgamento,,,
31,8,Botão comando,"Botão Comando Corrente Nominal: 16 A, Tipo: Dupla (Liga/Desliga) , Tensão Nominal: 250 V, Número Contato: 1 Na + 1 Nf , Grau Proteção: Ip54",72,Unidade,"36,2000",Cancelado no julgamento,,,
34,9,Braçadeira eletroduto,"Braçadeira Eletroduto Material: Ferro Galvanizado , Aplicação: Fixação De Conduítes , Tipo: ""U"" , Bitola: 1 1/2 PO",300,Unidade,"1,0600",Cancelado no julgamento,,,
59,9,Condulete,"Condulete Material: Alumínio , Aplicação: Manutenção Elétrica Infraestrutura , Tipo: ""X"" , Características Adicionais: Multiuso , Tipo Fixação: Rosqueável , Tipo Rosca: Bsp , Bitola: 1 1/2 POL, Acessórios: Tampa",52,Unidade,"31,0000",Cancelado no julgamento,,,
94,9,Conexão eletroduto,"Conexão Eletroduto Material: Alumínio , Tipo: Box Reto , Bitola: 1 1/2 PO",50,Unidade,"10,9500",Cancelado no julgamento,,,
135,9,Eletroduto,"Eletroduto Material: Pvc , Comprimento: 3 M, Cor: Preta , Tipo: Rígido Anti-Chama , Normas Técnicas: Abnt Eb-744(Classe B), Nbr 6150 , Tipo Fixação: Rosqueável , Bitola: 1 1/2 PO",75,Unidade,"28,8100",Cancelado no julgamento,,,
169,9,Luva eletroduto,"Luva Eletroduto Material: Pvc - Cloreto De Polivinila , Cor: Preta , Tipo Fixação: Roscável , Bitola: 1 1/2 PO",145,Unidade,"3,0700",Cancelado no julgamento,,,
174,9,Luva eletroduto,"Luva Eletroduto Material: Ferro , Tratamento Superficial: Galvanizado , Tipo Fixação: Roscável , Bitola: 1 1/2 PO",100,Unidade,"14,2400",Cancelado no julgamento,,,
